ID,Group32604,529
32605,943
32606,1137
32607,2940
32608,3177
32609,3402
32610,3691
32611,3974
32612,3767
32613,4036
32614,4488
32615,4673
32616,3646
32617,1182
32618,4922
32619,5287
32620,5713
32621,5891
32622,6077
32623,6247
32624,6390
32625,6607
32626,6864
32627,7071
32628,7400
32629,6445
32630,6615
32631,6869
32632,3908
32633,7594
32634,7815
32635,6276
32636,8103
32637,8352
32638,9545
32639,6637
32640,7844
32641,4733
32642,6925
32643,10206
32644,6246
32645,10299
32646,5555
32647,10735
32648,11010
32649,11207
32650,11438
32651,6220
32652,11709
32653,11873
32654,6072
32655,12436
32656,12655
32657,13578
32658,3600
32659,14366
32660,14720
32661,12616
32662,6868
32663,14838
32664,14837
32665,14743
32666,1575
32667,14674
32668,14994
32669,5315
32670,7889
32671,6619
32672,4632
32673,15067
32674,15312
32675,15483
32676,15644
32677,15845
32678,10632
32679,16126
32680,16309
32681,10737
32682,16592
32683,16787
32684,11264
32685,15850
32686,5715
32687,16909
32688,16908
32689,5750
32690,10976
32691,5286
32692,16970
32693,3972
32694,3773
32695,3643
32696,17075
32697,7367
32698,17222
32699,17345
32700,5646
32701,10673
32702,17471
32703,7335
32704,17792
32705,18036
32706,5601
32707,18124
32708,3189
32709,5316
32710,18356
32711,18498
32712,18534
32713,5675
32714,18854
32715,19022
32716,3019
32717,19520
32718,443
32719,5651
32720,19603
32721,19588
32722,3906
32723,19052
32724,16973
32725,12642
32726,16817
32727,17252
32728,11448
32729,19984
32730,11743
32731,20215
32732,7089
32733,20352
32734,20674
32735,19587
32736,19586
32737,20700
32738,20858
32739,20977
32740,21130
32741,21595
32742,6405
32743,15809
32744,21774
32745,21944
32746,22182
32747,22273
32748,22354
32749,22354
32750,22994
32751,23061
32752,23426
32753,11671
32754,23703
32755,23816
32756,18161
32757,24003
32758,1616
32759,1182
32760,24164
32761,13463
32762,18331
32763,24008
32764,3138
32765,21543
32766,21899
32767,16821
32768,3870
32769,23456
32770,24318
32771,22154
32772,3610
32773,11011
32774,23826
32775,24692
32776,20890
32777,24694
32778,24853
32779,19011
32780,1137
32781,1137
32782,15670
32783,18506
32784,1182
32785,24992
32786,25260
32787,7599
32788,1182
32789,25373
32790,18298
32791,25642
32792,5586
32793,15543
32794,7397
32795,25661
32796,21343
32797,23239
32798,23238
32799,26161
32800,26206
32801,26391
32802,23209
32803,26704
32804,1240
32805,12969
32806,5311
32807,26947
32808,27039
32809,96
32810,491
32811,12451
32812,27225
32813,11521
32814,9989
32815,27498
32816,16801
32817,23202
32818,27596
32819,20013
32820,28367
32821,28653
32822,3135
32823,9988
32824,28883
32825,29035
32826,29521
32827,3398
32828,23995
32829,23993
32830,23986
32831,27092
32832,17649
32833,3397
32834,29723
32835,26088
32836,18026
32837,29936
32838,30352
32839,30219
32840,11960
32841,27553
32842,29033
32843,433
32844,30297
32845,15879
32846,26711
32847,30827
32848,18452
32849,432
32850,11678
32851,8395
32852,30924
32853,8235
32854,26742
32855,31270
32856,24406
32857,20878
32858,28366
32859,11506
32860,6080
32861,31576
32862,31199
32863,3173
32864,589
32865,21557
32866,23718
32867,30919
32868,17651
32869,15535
32870,22993
32871,10
32872,23464
32873,26142
32874,7378
32875,31734
32876,7591
32877,31890
32878,19971
32879,10428
32880,31938
32881,10433
32882,23241
32883,12002
32884,32047
32885,22964
32886,32046
32887,31986
32888,32169
32889,32045
32890,32020
32891,32124
32892,32167
32893,32044
32894,31983
32895,32043
32896,32166
32897,32132
32898,32237
32899,32238
32900,5673
32901,32439
32902,32236
32903,9987
32904,28654
32905,9986
32906,27193
32907,11450
32908,32472
32909,32712
32910,11542
32911,32818
32912,33061
32913,7571
32914,28413
32915,26170
32916,31869
32917,32478
32918,6835
32919,6626
32920,10981
32921,25817
32922,15352
32923,1184
32924,29599
32925,29596
32926,5037
32927,25910
32928,523
32929,9985
32930,29669
32931,4737
32932,4953
32933,3202
32934,16128
32935,30243
32936,27561
32937,30223
32938,30382
32939,30237
32940,30266
32941,30189
32942,30247
32943,30271
32944,30181
32945,27591
32946,30439
32947,27560
32948,29045
32949,33183
32950,33130
32951,17886
32952,29718
32953,27527
32954,1057
32955,15624
32956,33396
32957,27560
32958,32478
32959,29034
32960,1182
32961,33198
32962,6418
32963,10250
32964,28885
32965,30403
32966,30245
32967,25925
32968,12610
32969,24861
32970,7376
32971,30797
32972,14724
32973,30802
32974,30837
32975,19698
32976,21325
32977,33682
32978,11229
32979,4396
32980,23670
32981,21569
32982,33774
32983,33781
32984,33782
32985,33778
32986,33776
32987,33777
32988,33775
32989,33779
32990,33780
32991,33796
32992,33773
32993,20005
32994,18024
32995,21547
32996,30433
32997,33919
32998,20843
32999,29510
33000,19053
33001,1649
33002,20973
33003,19679
33004,8197
33005,19640
33006,13933
33007,19496
33008,13574
33009,21287
33010,13573
33011,21548
33012,10
33013,10
33014,10
33015,29717
33016,24187
33017,10423
33018,31459
33019,28882
33020,20619
33021,22142
33022,10230
33023,34040
33024,34285
33025,34212
33026,34235
33027,34469
33028,2939
33029,30043
33030,34602
33031,34575
33032,34601
33033,34674
33034,34658
33035,34600
33036,34992
33037,34991
33038,35103
33039,34284
33040,20673
33041,34990
33042,35090
33043,35102
33044,35156
33045,13685
33046,20618
33047,5655
33048,35176
33049,35175
33050,33361
33051,35385
33052,26941
33053,1134
33054,14981
33055,4723
33056,13572
33057,20195
33058,34090
33059,34089
33060,14304
33061,15488
33062,13571
33063,7511
33064,34872
33065,13936
33066,8107
33067,1008
33068,20702
33069,34980
33070,11529
33071,7888
33072,22476
33073,22369
33074,22402
33075,22367
33076,22369
33077,26525
33078,22440
33079,26420
33080,22472
33081,22355
33082,34870
33083,24377
33084,3503
33085,27447
33086,26357
33087,35384
33088,12460
33089,34393
33090,35541
33091,12845
33092,31733
33093,26103
33094,12342
33095,26493
33096,26358
33097,26351
33098,26349
33099,26504
33100,26462
33101,26500
33102,12249
33103,12454
33104,25428
33105,35605
33106,35656
33107,35639
33108,17227
33109,9984
33110,35701
33111,27486
33112,35724
33113,4707
33114,24355
33115,7839
33116,9757
33117,16122
33118,18485
33119,1574
33120,35931
33121,11727
33122,15479
33123,25909
33124,36145
33125,4657
33126,6922
33127,4689
33128,15237
33129,36159
33130,16125
33131,25090
33132,29568
33133,35963
33134,31511
33135,35970
33136,5922
33137,31887
33138,36394
33139,33712
33140,32689
33141,3979
33142,28602
33143,35383
33144,24393
33145,28878
33146,19367
33147,28683
33148,11262
33149,17343
33150,27004
33151,10229
33152,15634
33153,20221
33154,8396
33155,1152
33156,30799
33157,1152
33158,1152
33159,1152
33160,30225
33161,17472
33162,24022
33163,33073
33164,19585
33165,35996
33166,13883
33167,16677
33168,16086
33169,21359
33170,12925
33171,10752
33172,17379
33173,35894
33174,33711
33175,13570
33176,18930
33177,31198
33178,18365
33179,20691
33180,4330
33181,40
33182,11563
33183,21374
33184,11579
33185,36432
33186,14194
33187,27468
33188,36592
33189,36164
33190,25797
33191,31571
33192,31533
33193,36735
33194,11284
33195,7940
33196,7874
33197,36798
33198,36804
33199,36829
33200,36541
33201,4093
33202,33655
33203,36980
33204,23414
33205,513
33206,31591
33207,36975
33208,5841
33209,37151
33210,35963
33211,7398
33212,37130
33213,3457
33214,37412
33215,37318
33216,37355
33217,37174
33218,37323
33219,4087
33220,7014
33221,31863
33222,25235
33223,28884
33224,37410
33225,5910
33226,4907
33227,2785
33228,37322
33229,25042
33230,37349
33231,1672
33232,37340
33233,23415
33234,37330
33235,31462
33236,22295
33237,11480
33238,37390
33239,1582
33240,25039
33241,11915
33242,5866
33243,37073
33244,37369
33245,37084
33246,1651
33247,6275
33248,37512
33249,5851
33250,36144
33251,37614
33252,37754
33253,37691
33254,36143
33255,24856
33256,36106
33257,15144
33258,7025
33259,24843
33260,11566
33261,22367
33262,13577
33263,16605
33264,19370
33265,11564
33266,19584
33267,37404
33268,11469
33269,11461
33270,37961
33271,13569
33272,37354
33273,37297
33274,38044
33275,15836
33276,9585
33277,4032
33278,25327
33279,1182
33280,25847
33281,2938
33282,38228
33283,4674
33284,37960
33285,32688
33286,7545
33287,35965
33288,25266
33289,37157
33290,31282
33291,12758
33292,38315
33293,24813
33294,38568
33295,13568
33296,19583
33297,21277
33298,29606
33299,36132
33300,38668
33301,16585
33302,11742
33303,18827
33304,21379
33305,23949
33306,25060
33307,31959
33308,36131
33309,11473
33310,11528
33311,24201
33312,38567
33313,38547
33314,38566
33315,38497
33316,36441
33317,23452
33318,15881
33319,6076
33320,20869
33321,22832
33322,29630
33323,22830
33324,3888
33325,19582
33326,11290
33327,13567
33328,13555
33329,13566
33330,31226
33331,14365
33332,35962
33333,36095
33334,28455
33335,31687
33336,31147
33337,17081
33338,17072
33339,27490
33340,35540
33341,21964
33342,21942
33343,20883
33344,16066
33345,37597
33346,16653
33347,25331
33348,33816
33349,24851
33350,38227
33351,38763
33352,27
33353,9983
33354,9745
33355,11285
33356,3693
33357,38949
33358,38941
33359,6921
33360,6815
33361,6920
33362,6919
33363,6918
33364,38947
33365,25596
33366,38271
33367,10028
33368,16611
33369,6409
33370,38271
33371,39186
33372,39350
33373,39349
33374,39348
33375,39408
33376,39407
33377,39358
33378,25871
33379,205
33380,9809
33381,98
33382,9980
33383,30407
33384,39426
33385,9979
33386,33709
33387,37590
33388,33395
33389,29762
33390,1094
33391,7834
33392,5289
33393,11205
33394,29914
33395,26911
33396,28691
33397,14719
33398,478
33399,32430
33400,4464
33401,29724
33402,38687
33403,39522
33404,39524
33405,11170
33406,36858
33407,38329
33408,24163
33409,10918
33410,29688
33411,19420
33412,5234
33413,25621
33414,1267
33415,6064
33416,37698
33417,18516
33418,6274
33419,29773
33420,944
33421,28601
33422,4120
33423,3432
33424,20566
33425,36575
33426,19030
33427,29543
33428,22930
33429,20544
33430,1219
33431,1219
33432,19961
33433,39557
33434,39557
33435,39551
33436,24114
33437,27446
33438,36576
33439,3133
33440,24109
33441,7541
33442,21730
33443,36700
33444,22156
33445,35478
33446,7586
33447,12614
33448,31494
33449,27138
33450,1287
33451,3434
33452,36740
33453,36703
33454,9978
33455,9977
33456,19046
33457,38226
33458,16974
33459,7568
33460,32472
33461,9976
33462,38963
33463,6917
33464,6916
33465,38902
33466,1164
33467,7808
33468,9753
33469,25579
33470,182
33471,33
33472,9975
33473,9974
33474,9749
33475,36574
33476,430
33477,39347
33478,39395
33479,39346
33480,19360
33481,24188
